数据日期,产品名称,区域,市场,最低价,最高价,主流价,涨跌值,涨跌幅,单位,备注,product_eng,business_type
2026/07/18,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/07/17,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/07/16,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/07/15,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/07/14,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/07/13,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/07/12,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/07/11,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/07/10,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/07/09,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/07/08,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/07/07,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/07/06,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/07/05,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/07/04,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/07/03,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/07/02,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/07/01,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/30,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/29,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/28,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/27,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/26,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/25,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/24,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/23,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/22,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/21,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/20,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/19,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/18,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/17,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/16,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/15,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/14,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/13,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/12,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/11,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/10,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/09,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/08,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/07,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/06,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/05,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/04,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/03,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/02,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/06/01,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/31,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/30,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/29,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/28,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/27,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/26,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/25,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/24,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/23,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/22,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/21,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/20,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/19,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/18,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/17,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/16,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/15,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/14,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/13,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/12,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/11,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/10,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/09,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/08,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/07,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/06,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/05,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
2026/05/04,液化气,华南地区,茂名石化,,,,无权限,,元/吨,公路，停出,2_Butene_Domestic,2
